"gene"	"adj.pval.treatment1"	"adj.pval.treatment2"	"adj.pval.treatment1_x_treatment2"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g009870"	0.0428595998165402	0.954687641489269	0.21858132190129	"Scaffold_01"	26033012	26085862	"O14522"	"PTPRT_HUMAN"	"Receptor-type tyrosine-protein phosphatase T (R-PTP-T) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase rho) (RPTP-rho)"	"GO:0004725; GO:0005001; GO:0005886; GO:0005887; GO:0006470; GO:0007155; GO:0007156; GO:0007165; GO:0007169; GO:0008013; GO:0009986; GO:0016021; GO:0019903; GO:0030336; GO:0035335; GO:0042803; GO:0045294; GO:0045295; GO:0045296; GO:0070097; GO:0071354; GO:0097677; GO:1904893; GO:1990264"	"cell surface [GO:0009986]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; alpha-catenin binding [GO:0045294]; beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; delta-catenin binding [GO:0070097]; gamma-catenin binding [GO:0045295]; protein homodimerization activity [GO:0042803]; protein phosphatase binding [GO:0019903]; protein tyrosine phosphatase activity [GO:0004725]; STAT family protein binding [GO:0097677]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]; cell adhesion [GO:0007155]; cellular response to interleukin-6 [GO:0071354]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of cell migration [GO:0030336]; negative regulation of receptor signaling pathway via STAT [GO:1904893]; peptidyl-tyrosine dephosphorylation [GO:0035335]; peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity [GO:1990264]; protein dephosphorylation [GO:0006470]; signal transduction [GO:0007165]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]"
"PGEN_.00g010610"	1.78042371068993e-06	0.00748487336493934	8.35385281140744e-08	"Scaffold_01"	28029819	28037595	"O75581"	"LRP6_HUMAN"	"Low-density lipoprotein receptor-related protein 6 (LRP-6)"	"GO:0001702; GO:0001843; GO:0001933; GO:0003344; GO:0005041; GO:0005102; GO:0005109; GO:0005576; GO:0005623; GO:0005783; GO:0005886; GO:0005901; GO:0006469; GO:0007204; GO:0007268; GO:0009880; GO:0009952; GO:0009986; GO:0014029; GO:0014033; GO:0016021; GO:0016055; GO:0017147; GO:0019210; GO:0019534; GO:0021587; GO:0021794; GO:0021987; GO:0030326; GO:0030901; GO:0030917; GO:0031410; GO:0031901; GO:0034185; GO:0034392; GO:0035261; GO:0042475; GO:0042802; GO:0042803; GO:0042813; GO:0043025; GO:0043434; GO:0044335; GO:0044340; GO:0045202; GO:0045787; GO:0045893; GO:0045944; GO:0046849; GO:0048596; GO:0051091; GO:0060021; GO:0060026; GO:0060059; GO:0060070; GO:0060325; GO:0060349; GO:0060444; GO:0060535; GO:0071397; GO:0071542; GO:0071901; GO:0071936; GO:0072659; GO:0090009; GO:0090090; GO:0090118; GO:0090244; GO:0090245; GO:0098609; GO:1904886; GO:1904928; GO:1904948; GO:1904953; GO:1990851; GO:1990909"	"caveola [GO:0005901]; cell [GO:0005623]; cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; synapse [GO:0045202]; Wnt signalosome [GO:1990909]; Wnt-Frizzled-LRP5/6 complex [GO:1990851]; apolipoprotein binding [GO:0034185]; coreceptor activity involved in canonical Wnt signaling pathway [GO:1904928]; coreceptor activity involved in Wnt signaling pathway [GO:0071936]; frizzled binding [GO:0005109]; identical protein binding [GO:0042802]; kinase inhibitor activity [GO:0019210]; low-density lipoprotein particle receptor activity [GO:0005041]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]; toxin transmembrane transporter activity [GO:0019534]; Wnt-activated receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]; anterior/posterior pattern specification [GO:0009952]; axis elongation involved in somitogenesis [GO:0090245]; beta-catenin destruction complex disassembly [GO:1904886]; bone morphogenesis [GO:0060349]; bone remodeling [GO:0046849]; branching involved in mammary gland duct morphogenesis [GO:0060444]; canonical Wnt signaling pathway [GO:0060070]; canonical Wnt signaling pathway involved in neural crest cell differentiation [GO:0044335]; canonical Wnt signaling pathway involved in regulation of cell proliferation [GO:0044340]; cell-cell adhesion [GO:0098609]; cellular response to cholesterol [GO:0071397]; cerebellum morphogenesis [GO:0021587]; cerebral cortex development [GO:0021987]; chemical synaptic transmission [GO:0007268]; convergent extension [GO:0060026]; dopaminergic neuron differentiation [GO:0071542]; embryonic camera-type eye morphogenesis [GO:0048596]; embryonic limb morphogenesis [GO:0030326]; embryonic pattern specification [GO:0009880]; embryonic retina morphogenesis in camera-type eye [GO:0060059]; external genitalia morphogenesis [GO:0035261]; face morphogenesis [GO:0060325]; gastrulation with mouth forming second [GO:0001702]; midbrain development [GO:0030901]; midbrain dopaminergic neuron differentiation [GO:1904948]; midbrain-hindbrain boundary development [GO:0030917]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; neural crest cell differentiation [GO:0014033]; neural crest formation [GO:0014029]; neural tube closure [GO:0001843]; odontogenesis of dentin-containing tooth [GO:0042475]; pericardium morphogenesis [GO:0003344]; positive regulation of cell cycle [GO:0045787]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; primitive streak formation [GO:0090009]; protein localization to plasma membrane [GO:0072659]; receptor-mediated endocytosis involved in cholesterol transport [GO:0090118]; response to peptide hormone [GO:0043434]; roof of mouth development [GO:0060021]; thalamus development [GO:0021794]; trachea cartilage morphogenesis [GO:0060535]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation [GO:1904953]; Wnt signaling pathway involved in somitogenesis [GO:0090244]"
"PGEN_.00g010970"	0.0342995943922518	0.000364638623555037	0.966960145863521	"Scaffold_01"	28799007	28814917	NA	NA	NA	NA	NA
"PGEN_.00g011710"	0.0134217701600827	0.339972943452401	0.973310732899346	"Scaffold_01"	30496151	30524602	"Q6PJG2"	"EMSA1_HUMAN"	"ELM2 and SANT domain-containing protein 1 (MIDEAS)"	"GO:0000118; GO:0000981; GO:0003700; GO:0005634; GO:0005654; GO:0005667; GO:0008134; GO:0044212"	"histone deacetylase complex [GO:0000118]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]"
"PGEN_.00g013900"	0.0120701589418665	0.890138793135651	0.45849472530356	"Scaffold_01"	35824608	35872288	"Q80TN7"	"NAV3_MOUSE"	"Neuron navigator 3 (Pore membrane and/or filament-interacting-like protein 1)"	"GO:0005524; GO:0005634; GO:0005635; GO:0005640; GO:0007026; GO:0007399; GO:0008017; GO:0022008; GO:0030336; GO:0031116; GO:0032703; GO:1905929"	"nuclear envelope [GO:0005635]; nuclear outer membrane [GO:0005640]; nucleus [GO:0005634]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; negative regulation of cell migration [GO:0030336]; negative regulation of interleukin-2 production [GO:0032703]; negative regulation of microtubule depolymerization [GO:0007026]; nervous system development [GO:0007399]; neurogenesis [GO:0022008]; positive regulation of invadopodium disassembly [GO:1905929]; positive regulation of microtubule polymerization [GO:0031116]"
"PGEN_.00g013990"	0.00895241108565018	0.228218306718994	0.29570037355161	"Scaffold_01"	36266074	36337869	"A2AVA0"	"SVEP1_MOUSE"	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)"	"GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020"	"cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; chromatin binding [GO:0003682]; cell adhesion [GO:0007155]"
"PGEN_.00g014370"	0.00406538124388367	0.00259954545912392	0.0104609373332842	"Scaffold_01"	37277926	37336883	"Q11002"	"CANA_DROME"	"Calpain-A (EC 3.4.22.-) (Calcium-activated neutral proteinase A) (CANP A) [Cleaved into: Calpain-A catalytic subunit]"	"GO:0004198; GO:0005509; GO:0005737; GO:0006508; GO:0007520; GO:0008340; GO:0008345; GO:0009953; GO:0015629; GO:0016322; GO:0016540; GO:0042335; GO:0043025; GO:0050832"	"actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; neuronal cell body [GO:0043025]; calcium ion binding [GO:0005509]; calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; cuticle development [GO:0042335]; defense response to fungus [GO:0050832]; determination of adult lifespan [GO:0008340]; dorsal/ventral pattern formation [GO:0009953]; larval locomotory behavior [GO:0008345]; myoblast fusion [GO:0007520]; neuron remodeling [GO:0016322]; protein autoprocessing [GO:0016540]; proteolysis [GO:0006508]"
"PGEN_.00g015800"	0.0160140018578994	0.0113978152092618	4.87837697157983e-05	"Scaffold_01"	42028001	42054472	"O76840"	"PPN1_CAEEL"	"Papilin (Abnormal cell migration protein 6)"	"GO:0000902; GO:0002119; GO:0004867; GO:0005604; GO:0008233; GO:0009792; GO:0032504; GO:0048598"	"basement membrane [GO:0005604]; peptidase activity [GO:0008233]; serine-type endopeptidase inhibitor activity [GO:0004867]; cell morphogenesis [GO:0000902]; embryo development ending in birth or egg hatching [GO:0009792]; embryonic morphogenesis [GO:0048598]; multicellular organism reproduction [GO:0032504]; nematode larval development [GO:0002119]"
"PGEN_.00g016980"	5.70648076005526e-08	0.813369922513086	0.511771308245101	"Scaffold_01"	45797452	45797670	NA	NA	NA	NA	NA
"PGEN_.00g017150"	8.62841046075522e-08	9.65784742381606e-52	3.19003448244804e-07	"Scaffold_01"	46434018	46434647	NA	NA	NA	NA	NA
"PGEN_.00g017310"	3.14219525815894e-11	0.137950735410511	0.00012003851666389	"Scaffold_01"	46757099	46776661	NA	NA	NA	NA	NA
"PGEN_.00g017320"	0.0134026777318015	1.27753824225953e-09	3.14985863888405e-09	"Scaffold_01"	46778649	46781301	NA	NA	NA	NA	NA
"PGEN_.00g018080"	0.0308810087245901	0.0265996420031805	0.00866349482546986	"Scaffold_01"	48861199	48922414	"G5EFX6"	"SLIT1_CAEEL"	"Slit homolog 1 protein (Slt-1)"	"GO:0001764; GO:0005102; GO:0005509; GO:0005576; GO:0008201; GO:0016199; GO:0033563; GO:0048495; GO:0048843; GO:0097374; GO:1905489"	"extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; heparin binding [GO:0008201]; Roundabout binding [GO:0048495]; signaling receptor binding [GO:0005102]; axon midline choice point recognition [GO:0016199]; dorsal/ventral axon guidance [GO:0033563]; negative regulation of axon extension involved in axon guidance [GO:0048843]; neuron migration [GO:0001764]; regulation of sensory neuron axon guidance [GO:1905489]; sensory neuron axon guidance [GO:0097374]"
"PGEN_.00g018310"	0.00691207604588237	0.864502906692806	0.59351208345667	"Scaffold_01"	49450969	49487609	NA	NA	NA	NA	NA
"PGEN_.00g019550"	0.000596261541398903	0.69387305207028	0.567658073905439	"Scaffold_01"	53378406	53411787	"Q07954"	"LRP1_HUMAN"	"Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]"	"GO:0001523; GO:0001540; GO:0002020; GO:0002265; GO:0003723; GO:0005041; GO:0005044; GO:0005509; GO:0005623; GO:0005634; GO:0005765; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005887; GO:0005905; GO:0005925; GO:0006629; GO:0006898; GO:0006909; GO:0007041; GO:0007204; GO:0007205; GO:0007568; GO:0008283; GO:0010715; GO:0010875; GO:0010942; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0021987; GO:0030136; GO:0030178; GO:0030226; GO:0030425; GO:0030666; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038023; GO:0038024; GO:0042157; GO:0042953; GO:0043025; GO:0043235; GO:0043277; GO:0043395; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045056; GO:0045177; GO:0045202; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051481; GO:0051895; GO:0061642; GO:0070325; GO:0070374; GO:0097242; GO:0098797; GO:0150093; GO:0150094; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904209; GO:1904646; GO:1904754; GO:1905049; GO:1905167; GO:2000587"	"apical part of cell [GO:0045177]; axonal growth cone [GO:0044295]; basolateral plasma membrane [GO:0016323]; cell [GO:0005623]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; cytoskeleton [GO:0005856]; dendrite [GO:0030425]; early endosome [GO:0005769]; endocytic vesicle membrane [GO:0030666]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; insulin-responsive compartment [GO:0032593]; integral component of plasma membrane [GO:0005887]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; plasma membrane protein complex [GO:0098797]; receptor complex [GO:0043235]; synapse [GO:0045202]; alpha-2 macroglobulin receptor activity [GO:0016964]; amyloid-beta binding [GO:0001540]; apolipoprotein binding [GO:0034185]; apolipoprotein receptor activity [GO:0030226]; calcium ion binding [GO:0005509]; cargo receptor activity [GO:0038024]; clathrin heavy chain binding [GO:0032050]; coreceptor activity [GO:0015026]; heparan sulfate proteoglycan binding [GO:0043395]; lipoprotein particle receptor binding [GO:0070325]; low-density lipoprotein particle receptor activity [GO:0005041]; protease binding [GO:0002020]; protein-containing complex binding [GO:0044877]; RNA binding [GO:0003723]; scavenger receptor activity [GO:0005044]; signaling receptor activity [GO:0038023]; aging [GO:0007568]; amyloid-beta clearance [GO:0097242]; amyloid-beta clearance by cellular catabolic process [GO:0150094]; amyloid-beta clearance by transcytosis [GO:0150093]; aorta morphogenesis [GO:0035909]; apoptotic cell clearance [GO:0043277]; astrocyte activation involved in immune response [GO:0002265]; cell population proliferation [GO:0008283]; cellular lipid catabolic process [GO:0044242]; cellular response to amyloid-beta [GO:1904646]; cerebral cortex development [GO:0021987]; chemoattraction of axon [GO:0061642]; lipid metabolic process [GO:0006629]; lipoprotein metabolic process [GO:0042157]; lipoprotein transport [GO:0042953]; lysosomal transport [GO:0007041]; negative regulation of cytosolic calcium ion concentration [GO:0051481]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of metallopeptidase activity [GO:1905049]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of neuron projection development [GO:0010977]; negative regulation of platelet-derived growth factor receptor-beta signaling pathway [GO:2000587]; negative regulation of smooth muscle cell migration [GO:0014912]; negative regulation of Wnt signaling pathway [GO:0030178]; phagocytosis [GO:0006909]; positive regulation of amyloid-beta clearance [GO:1900223]; positive regulation of axon extension involved in regeneration [GO:0048691]; positive regulation of cell death [GO:0010942]; positive regulation of chemokine (C-C motif) ligand 2 secretion [GO:1904209]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of cholesterol import [GO:1904109]; positive regulation of collateral sprouting of injured axon [GO:0048694]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of endocytosis [GO:0045807]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of lipid transport [GO:0032370]; positive regulation of lysosomal protein catabolic process [GO:1905167]; positive regulation of phagocytosis [GO:0050766]; positive regulation of protein binding [GO:0032092]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of Schwann cell migration [GO:1900149]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; protein kinase C-activating G protein-coupled receptor signaling pathway [GO:0007205]; receptor internalization [GO:0031623]; receptor-mediated endocytosis [GO:0006898]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cholesterol transport [GO:0032374]; regulation of extracellular matrix disassembly [GO:0010715]; regulation of phospholipase A2 activity [GO:0032429]; retinoid metabolic process [GO:0001523]; transcytosis [GO:0045056]"
"PGEN_.00g021210"	0.000379649950671519	0.58914138250813	0.0050057820832895	"Scaffold_01"	57373663	57379868	"Q8K386"	"RAB15_MOUSE"	"Ras-related protein Rab-15"	"GO:0003924; GO:0005525; GO:0005768; GO:0005886; GO:0006886; GO:0006904; GO:0008021; GO:0009306; GO:0017157; GO:0032482; GO:0072659"	"endosome [GO:0005768]; plasma membrane [GO:0005886]; synaptic vesicle [GO:0008021]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; intracellular protein transport [GO:0006886]; protein localization to plasma membrane [GO:0072659]; protein secretion [GO:0009306]; Rab protein signal transduction [GO:0032482]; regulation of exocytosis [GO:0017157]; vesicle docking involved in exocytosis [GO:0006904]"
"PGEN_.00g024960"	2.31416964190717e-09	0.563458053843619	1.83380408240805e-05	"Scaffold_01"	69278011	69280314	"Q6BK42"	"DDI1_DEBHA"	"DNA damage-inducible protein 1 (EC 3.4.23.-)"	"GO:0000149; GO:0004190; GO:0005737; GO:0005886; GO:0009306; GO:0043130; GO:0043328; GO:0045740; GO:0072710"	"cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; SNARE binding [GO:0000149]; ubiquitin binding [GO:0043130]; positive regulation of DNA replication [GO:0045740]; protein secretion [GO:0009306]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]; response to hydroxyurea [GO:0072710]"
"PGEN_.00g026390"	4.94952395712254e-38	7.75389547332754e-50	0.00179118912946325	"Scaffold_01"	72980147	73044811	NA	NA	NA	NA	NA
"PGEN_.00g027060"	0.00120274161243738	0.593092526875084	0.433934876128032	"Scaffold_01"	74866940	74887584	"O95198"	"KLHL2_HUMAN"	"Kelch-like protein 2 (Actin-binding protein Mayven)"	"GO:0001726; GO:0003779; GO:0005737; GO:0005829; GO:0015629; GO:0016567; GO:0030027; GO:0031463; GO:0042802; GO:0043687"	"actin cytoskeleton [GO:0015629]; Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; ruffle [GO:0001726]; actin binding [GO:0003779]; identical protein binding [GO:0042802]; post-translational protein modification [GO:0043687]; protein ubiquitination [GO:0016567]"
"PGEN_.00g029230"	0.00344993907085948	2.01470601540817e-07	0.45849472530356	"Scaffold_01"	80283358	80335940	"Q8TAE6"	"PP14C_HUMAN"	"Protein phosphatase 1 regulatory subunit 14C (Kinase-enhanced PP1 inhibitor) (PKC-potentiated PP1 inhibitory protein) (Serologically defined breast cancer antigen NY-BR-81)"	"GO:0004865; GO:0005737; GO:0016020; GO:0042325"	"cytoplasm [GO:0005737]; membrane [GO:0016020]; protein serine/threonine phosphatase inhibitor activity [GO:0004865]; regulation of phosphorylation [GO:0042325]"
"PGEN_.00g030310"	5.64593899519752e-07	0.703745516037255	0.727523910637729	"Scaffold_01"	82898549	82941392	"Q9VCA2"	"ORCT_DROME"	"Organic cation transporter protein"	"GO:0006811; GO:0006915; GO:0016021; GO:0022857"	"integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]; apoptotic process [GO:0006915]; ion transport [GO:0006811]"
"PGEN_.00g032130"	0.000113559048639118	0.852851238044373	0.0289107957316112	"Scaffold_01"	87434951	87441668	"O94766"	"B3GA3_HUMAN"	"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 3) (Glucuronosyltransferase I) (GlcAT-I) (UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase) (GlcUAT-I)"	"GO:0000139; GO:0005794; GO:0005801; GO:0006024; GO:0006486; GO:0015012; GO:0015018; GO:0015020; GO:0016020; GO:0016021; GO:0030203; GO:0043085; GO:0046872; GO:0050650; GO:0050651; GO:0070062; GO:0072542; GO:0090316"	"cis-Golgi network [GO:0005801]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity [GO:0015018]; glucuronosyltransferase activity [GO:0015020]; metal ion binding [GO:0046872]; protein phosphatase activator activity [GO:0072542]; chondroitin sulfate proteoglycan biosynthetic process [GO:0050650]; dermatan sulfate proteoglycan biosynthetic process [GO:0050651]; glycosaminoglycan biosynthetic process [GO:0006024]; glycosaminoglycan metabolic process [GO:0030203]; heparan sulfate proteoglycan biosynthetic process [GO:0015012]; positive regulation of catalytic activity [GO:0043085]; positive regulation of intracellular protein transport [GO:0090316]; protein glycosylation [GO:0006486]"
"PGEN_.00g032730"	0.00238032440820857	0.48505209663346	6.24792851281504e-08	"Scaffold_01"	88433511	88434919	"Q552Z2"	"FNKE_DICDI"	"Probable serine/threonine-protein kinase fnkE (EC 2.7.11.1) (FNIP repeat-containing protein E)"	"GO:0004674; GO:0005524; GO:0046872"	"ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]"
"PGEN_.00g034240"	1.92079324806683e-08	2.59879592352157e-38	0.00128118103071913	"Scaffold_02"	3271834	3272760	NA	NA	NA	NA	NA
"PGEN_.00g034500"	0.000190624302300185	0.395430148637166	5.02026203383189e-12	"Scaffold_02"	4049426	4050256	NA	NA	NA	NA	NA
"PGEN_.00g035080"	3.38493472583218e-27	0.973426373411381	5.3683857543841e-14	"Scaffold_02"	5299978	5302086	NA	NA	NA	NA	NA
"PGEN_.00g035120"	0.00974892555038963	0.922403770038865	0.383514619936731	"Scaffold_02"	5464063	5477585	"P12001"	"RL18_RAT"	"60S ribosomal protein L18"	"GO:0002181; GO:0003735; GO:0005791; GO:0022625; GO:0042788; GO:0045202; GO:0097421"	"cytosolic large ribosomal subunit [GO:0022625]; polysomal ribosome [GO:0042788]; rough endoplasmic reticulum [GO:0005791]; synapse [GO:0045202]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; liver regeneration [GO:0097421]"
"PGEN_.00g035130"	0.00974892555038963	0.922403770038865	0.383514619936731	"Scaffold_02"	5471221	5472197	"Q80TC5"	"POGK_MOUSE"	"Pogo transposable element with KRAB domain"	"GO:0003677; GO:0005634; GO:0006355; GO:0007275"	"nucleus [GO:0005634]; DNA binding [GO:0003677]; multicellular organism development [GO:0007275]; regulation of transcription, DNA-templated [GO:0006355]"
