"gene"	"adj.pval.Initial.Treatment"	"adj.pval.treatment"	"adj.pval.treatment1"	"adj.pval.treatment2"	"adj.pval.treatment1_x_treatment2"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g013900"	0.0047019107511183	7.01528658880582e-08	0.0120701589418665	0.890138793135651	0.45849472530356	"Scaffold_01"	35824608	35872288	"Q80TN7"	"NAV3_MOUSE"	"Neuron navigator 3 (Pore membrane and/or filament-interacting-like protein 1)"	"GO:0005524; GO:0005634; GO:0005635; GO:0005640; GO:0007026; GO:0007399; GO:0008017; GO:0022008; GO:0030336; GO:0031116; GO:0032703; GO:1905929"	"nuclear envelope [GO:0005635]; nuclear outer membrane [GO:0005640]; nucleus [GO:0005634]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; negative regulation of cell migration [GO:0030336]; negative regulation of interleukin-2 production [GO:0032703]; negative regulation of microtubule depolymerization [GO:0007026]; nervous system development [GO:0007399]; neurogenesis [GO:0022008]; positive regulation of invadopodium disassembly [GO:1905929]; positive regulation of microtubule polymerization [GO:0031116]"
"PGEN_.00g014370"	1.70717113081924e-09	2.05619911356504e-06	0.00406538124388367	0.00259954545912392	0.0104609373332842	"Scaffold_01"	37277926	37336883	"Q11002"	"CANA_DROME"	"Calpain-A (EC 3.4.22.-) (Calcium-activated neutral proteinase A) (CANP A) [Cleaved into: Calpain-A catalytic subunit]"	"GO:0004198; GO:0005509; GO:0005737; GO:0006508; GO:0007520; GO:0008340; GO:0008345; GO:0009953; GO:0015629; GO:0016322; GO:0016540; GO:0042335; GO:0043025; GO:0050832"	"actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; neuronal cell body [GO:0043025]; calcium ion binding [GO:0005509]; calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; cuticle development [GO:0042335]; defense response to fungus [GO:0050832]; determination of adult lifespan [GO:0008340]; dorsal/ventral pattern formation [GO:0009953]; larval locomotory behavior [GO:0008345]; myoblast fusion [GO:0007520]; neuron remodeling [GO:0016322]; protein autoprocessing [GO:0016540]; proteolysis [GO:0006508]"
"PGEN_.00g015010"	0.0109734019697411	1.04279156491407e-06	0.797261612964958	0.129304069912514	0.342763791304302	"Scaffold_01"	39289419	39293531	"Q80TF4"	"KLH13_MOUSE"	"Kelch-like protein 13 (BTB and kelch domain-containing protein 2)"	"GO:0004842; GO:0007049; GO:0016567; GO:0030496; GO:0031463; GO:0032465; GO:0051301"	"Cul3-RING ubiquitin ligase complex [GO:0031463]; midbody [GO:0030496]; ubiquitin-protein transferase activity [GO:0004842]; cell cycle [GO:0007049]; cell division [GO:0051301]; protein ubiquitination [GO:0016567]; regulation of cytokinesis [GO:0032465]"
"PGEN_.00g015800"	0.0449118287036669	0.00866241581055026	0.0160140018578994	0.0113978152092618	4.87837697157983e-05	"Scaffold_01"	42028001	42054472	"O76840"	"PPN1_CAEEL"	"Papilin (Abnormal cell migration protein 6)"	"GO:0000902; GO:0002119; GO:0004867; GO:0005604; GO:0008233; GO:0009792; GO:0032504; GO:0048598"	"basement membrane [GO:0005604]; peptidase activity [GO:0008233]; serine-type endopeptidase inhibitor activity [GO:0004867]; cell morphogenesis [GO:0000902]; embryo development ending in birth or egg hatching [GO:0009792]; embryonic morphogenesis [GO:0048598]; multicellular organism reproduction [GO:0032504]; nematode larval development [GO:0002119]"
"PGEN_.00g017070"	0.0332767830047335	9.36503694880675e-05	0.334712851533845	6.19417157666832e-07	7.91689619952913e-12	"Scaffold_01"	46195246	46202441	NA	NA	NA	NA	NA
"PGEN_.00g017150"	0.000464836522083192	0.000130783415946329	8.62841046075522e-08	9.65784742381606e-52	3.19003448244804e-07	"Scaffold_01"	46434018	46434647	NA	NA	NA	NA	NA
"PGEN_.00g017310"	1.1764018516626e-10	0.0393726374063086	3.14219525815894e-11	0.137950735410511	0.00012003851666389	"Scaffold_01"	46757099	46776661	NA	NA	NA	NA	NA
"PGEN_.00g017320"	0.027290389182117	2.06356748171059e-19	0.0134026777318015	1.27753824225953e-09	3.14985863888405e-09	"Scaffold_01"	46778649	46781301	NA	NA	NA	NA	NA
"PGEN_.00g017330"	0.00344188696900316	0.0011881184001967	0.673228669191233	2.3897913371254e-09	0.0529522560069557	"Scaffold_01"	46781408	46781914	NA	NA	NA	NA	NA
"PGEN_.00g018310"	0.00425183596767076	1.65730444065069e-05	0.00691207604588237	0.864502906692806	0.59351208345667	"Scaffold_01"	49450969	49487609	NA	NA	NA	NA	NA
"PGEN_.00g024960"	3.67030485762219e-16	0.0159922278912296	2.31416964190717e-09	0.563458053843619	1.83380408240805e-05	"Scaffold_01"	69278011	69280314	"Q6BK42"	"DDI1_DEBHA"	"DNA damage-inducible protein 1 (EC 3.4.23.-)"	"GO:0000149; GO:0004190; GO:0005737; GO:0005886; GO:0009306; GO:0043130; GO:0043328; GO:0045740; GO:0072710"	"cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; SNARE binding [GO:0000149]; ubiquitin binding [GO:0043130]; positive regulation of DNA replication [GO:0045740]; protein secretion [GO:0009306]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]; response to hydroxyurea [GO:0072710]"
"PGEN_.00g026390"	7.31748944995982e-11	3.05855220731865e-50	4.94952395712254e-38	7.75389547332754e-50	0.00179118912946325	"Scaffold_01"	72980147	73044811	NA	NA	NA	NA	NA
"PGEN_.00g026840"	0.011142860610983	0.0188833875127139	0.0516579531621567	1.28169002531436e-10	0.831716523016601	"Scaffold_01"	74227898	74278041	NA	NA	NA	NA	NA
"PGEN_.00g029240"	0.00138516887865956	0.0301793441062283	0.897920984167797	0.0611700013917569	0.108437323081038	"Scaffold_01"	80336882	80352069	"Q86VZ4"	"LRP11_HUMAN"	"Low-density lipoprotein receptor-related protein 11 (LRP-11)"	"GO:0005886; GO:0009408; GO:0009409; GO:0009414; GO:0009612; GO:0016021; GO:0033555; GO:0035902; GO:0042594; GO:0051219"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; phosphoprotein binding [GO:0051219]; multicellular organismal response to stress [GO:0033555]; response to cold [GO:0009409]; response to heat [GO:0009408]; response to immobilization stress [GO:0035902]; response to mechanical stimulus [GO:0009612]; response to starvation [GO:0042594]; response to water deprivation [GO:0009414]"
"PGEN_.00g031500"	0.0498545326147777	0.0147321366074148	0.221470203269226	0.928210869672753	0.000278799571729025	"Scaffold_01"	86019349	86035420	"Q9WVL1"	"AP4S1_MOUSE"	"AP-4 complex subunit sigma-1 (AP-4 adaptor complex subunit sigma-1) (Adaptor-related protein complex 4 subunit sigma-1) (Sigma-1 subunit of AP-4) (Sigma-4-adaptin) (Sigma4-adaptin)"	"GO:0005802; GO:0006886; GO:0016192; GO:0030124; GO:0043231"	"AP-4 adaptor complex [GO:0030124]; intracellular membrane-bounded organelle [GO:0043231]; trans-Golgi network [GO:0005802]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]"
"PGEN_.00g032670"	0.0176975692892726	3.07532140087939e-05	0.235853782108011	0.698748726025852	1.82876656883734e-07	"Scaffold_01"	88357420	88371915	NA	NA	NA	NA	NA
"PGEN_.00g033560"	0.0371111432657221	0.0241944468378098	0.849698990611881	0.722974837374853	0.117060951757539	"Scaffold_02"	941000	997104	"Q922B6"	"TRAF7_MOUSE"	"E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7)"	"GO:0000122; GO:0000151; GO:0000185; GO:0004842; GO:0005634; GO:0005829; GO:0005886; GO:0006915; GO:0008270; GO:0016567; GO:0031410; GO:0032880; GO:0033235; GO:0043231; GO:0043410; GO:0048471; GO:0070372; GO:0071354; GO:2001235"	"cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; ubiquitin ligase complex [GO:0000151]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; activation of MAPKKK activity [GO:0000185]; apoptotic process [GO:0006915]; cellular response to interleukin-6 [GO:0071354]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of protein sumoylation [GO:0033235]; protein ubiquitination [GO:0016567]; regulation of ERK1 and ERK2 cascade [GO:0070372]; regulation of protein localization [GO:0032880]"
"PGEN_.00g034240"	0.00151800002675283	3.11395569396123e-51	1.92079324806683e-08	2.59879592352157e-38	0.00128118103071913	"Scaffold_02"	3271834	3272760	NA	NA	NA	NA	NA
"PGEN_.00g034500"	8.21643305860391e-08	2.64287482044427e-05	0.000190624302300185	0.395430148637166	5.02026203383189e-12	"Scaffold_02"	4049426	4050256	NA	NA	NA	NA	NA
"PGEN_.00g035080"	1.61335887347129e-39	3.12116151225601e-16	3.38493472583218e-27	0.973426373411381	5.3683857543841e-14	"Scaffold_02"	5299978	5302086	NA	NA	NA	NA	NA
"PGEN_.00g035760"	6.25415833796371e-05	0.00293513438187521	0.461416143100555	0.608787491361351	0.745569331952647	"Scaffold_02"	6933686	6957520	"Q13976"	"KGP1_HUMAN"	"cGMP-dependent protein kinase 1 (cGK 1) (cGK1) (EC 2.7.11.12) (cGMP-dependent protein kinase I) (cGKI)"	"GO:0001764; GO:0004672; GO:0004692; GO:0005246; GO:0005524; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0006468; GO:0007165; GO:0016358; GO:0019934; GO:0030036; GO:0030553; GO:0030900; GO:0042802; GO:0043087; GO:0060087; GO:0090331; GO:1904706; GO:1904753"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; calcium channel regulator activity [GO:0005246]; cGMP binding [GO:0030553]; cGMP-dependent protein kinase activity [GO:0004692]; identical protein binding [GO:0042802]; protein kinase activity [GO:0004672]; actin cytoskeleton organization [GO:0030036]; cGMP-mediated signaling [GO:0019934]; dendrite development [GO:0016358]; forebrain development [GO:0030900]; negative regulation of platelet aggregation [GO:0090331]; negative regulation of vascular associated smooth muscle cell migration [GO:1904753]; negative regulation of vascular smooth muscle cell proliferation [GO:1904706]; neuron migration [GO:0001764]; protein phosphorylation [GO:0006468]; regulation of GTPase activity [GO:0043087]; relaxation of vascular smooth muscle [GO:0060087]; signal transduction [GO:0007165]"
"PGEN_.00g036880"	6.7768068017116e-10	6.97215194851785e-32	9.69782695304373e-08	1.71331908483891e-09	5.00738589646284e-19	"Scaffold_02"	9717263	9781629	"Q68CJ6"	"SLIP_HUMAN"	"Nuclear GTPase SLIP-GC (EC 3.6.1.-) (Speckled-like pattern in the germinal center)"	"GO:0003924; GO:0005525; GO:0016607; GO:0033262; GO:0043066; GO:0071222"	"nuclear speck [GO:0016607]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cellular response to lipopolysaccharide [GO:0071222]; negative regulation of apoptotic process [GO:0043066]; regulation of nuclear cell cycle DNA replication [GO:0033262]"
"PGEN_.00g038260"	8.44997324743996e-23	0.00023156672689565	0.0912155126747019	1.49493319012682e-39	2.32085496916331e-11	"Scaffold_02"	13711841	13715006	NA	NA	NA	NA	NA
"PGEN_.00g043300"	1.25631747095955e-10	8.85479637913018e-07	0.0912311450323532	0.381457281914565	0.000284536841817487	"Scaffold_02"	28520130	28523424	"Q07076"	"ANXA7_MOUSE"	"Annexin A7 (Annexin VII) (Annexin-7) (Synexin)"	"GO:0005178; GO:0005509; GO:0005544; GO:0005623; GO:0005634; GO:0005635; GO:0005789; GO:0005829; GO:0005886; GO:0006874; GO:0006914; GO:0007599; GO:0008283; GO:0008360; GO:0009651; GO:0009992; GO:0010629; GO:0014070; GO:0030855; GO:0031982; GO:0042584; GO:0042802; GO:0048306; GO:0051592; GO:0061025; GO:0062023"	"cell [GO:0005623]; chromaffin granule membrane [GO:0042584]; collagen-containing extracellular matrix [GO:0062023]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; vesicle [GO:0031982]; calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; calcium-dependent protein binding [GO:0048306]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; autophagy [GO:0006914]; cell population proliferation [GO:0008283]; cellular calcium ion homeostasis [GO:0006874]; cellular water homeostasis [GO:0009992]; epithelial cell differentiation [GO:0030855]; hemostasis [GO:0007599]; membrane fusion [GO:0061025]; negative regulation of gene expression [GO:0010629]; regulation of cell shape [GO:0008360]; response to calcium ion [GO:0051592]; response to organic cyclic compound [GO:0014070]; response to salt stress [GO:0009651]"
"PGEN_.00g043790"	1.30398028402998e-73	3.63775311896135e-210	7.06995124504302e-28	4.24894266454276e-55	3.10546364728877e-20	"Scaffold_02"	29899614	29910977	"P97346"	"NXN_MOUSE"	"Nucleoredoxin (EC 1.8.1.8) (Protein Red-1)"	"GO:0001701; GO:0004791; GO:0005623; GO:0005634; GO:0005829; GO:0016055; GO:0030154; GO:0030178; GO:0031397; GO:0045454; GO:0047134; GO:0072358"	"cell [GO:0005623]; cytosol [GO:0005829]; nucleus [GO:0005634]; protein-disulfide reductase activity [GO:0047134]; thioredoxin-disulfide reductase activity [GO:0004791]; cardiovascular system development [GO:0072358]; cell differentiation [GO:0030154]; cell redox homeostasis [GO:0045454]; in utero embryonic development [GO:0001701]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of Wnt signaling pathway [GO:0030178]; Wnt signaling pathway [GO:0016055]"
"PGEN_.00g044020"	0.0121022333538897	2.27386840731872e-06	0.0291723487286201	0.149967444691797	6.3944289331898e-14	"Scaffold_02"	30569087	30571600	NA	NA	NA	NA	NA
"PGEN_.00g049230"	2.17097606665124e-267	1.56517409318115e-07	3.51843214943228e-35	0.397248409939461	4.54706449003701e-34	"Scaffold_02"	44783604	44801307	NA	NA	NA	NA	NA
"PGEN_.00g049510"	1.6956699451494e-09	0.00046221698864548	0.193507275724893	0.164854787727392	0.862162343443607	"Scaffold_02"	45350315	45373894	"Q8TDM6"	"DLG5_HUMAN"	"Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG)"	"GO:0001837; GO:0005737; GO:0005886; GO:0005913; GO:0007165; GO:0008013; GO:0008092; GO:0008285; GO:0014069; GO:0030011; GO:0030054; GO:0030159; GO:0030336; GO:0030859; GO:0030901; GO:0035331; GO:0035332; GO:0035556; GO:0036064; GO:0042130; GO:0042981; GO:0045176; GO:0045186; GO:0045197; GO:0045880; GO:0051965; GO:0060441; GO:0060999; GO:0065003; GO:0071896; GO:0072205; GO:0098609"	"cell junction [GO:0030054]; cell-cell adherens junction [GO:0005913]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; beta-catenin binding [GO:0008013]; cytoskeletal protein binding [GO:0008092]; receptor signaling complex adaptor activity [GO:0030159]; apical protein localization [GO:0045176]; cell-cell adhesion [GO:0098609]; epithelial to mesenchymal transition [GO:0001837]; epithelial tube branching involved in lung morphogenesis [GO:0060441]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; intracellular signal transduction [GO:0035556]; maintenance of cell polarity [GO:0030011]; metanephric collecting duct development [GO:0072205]; midbrain development [GO:0030901]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of hippo signaling [GO:0035331]; negative regulation of T cell proliferation [GO:0042130]; polarized epithelial cell differentiation [GO:0030859]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of hippo signaling [GO:0035332]; positive regulation of smoothened signaling pathway [GO:0045880]; positive regulation of synapse assembly [GO:0051965]; protein localization to adherens junction [GO:0071896]; protein-containing complex assembly [GO:0065003]; regulation of apoptotic process [GO:0042981]; signal transduction [GO:0007165]; zonula adherens assembly [GO:0045186]"
"PGEN_.00g050170"	0.00341193574831867	2.26966987365854e-10	0.0122988265832504	0.735261932419261	4.77101314052893e-11	"Scaffold_02"	47298190	47299423	NA	NA	NA	NA	NA
"PGEN_.00g050180"	3.73800748080879e-08	1.02899658962513e-09	0.38722808213068	0.820101810707837	0.950322537239316	"Scaffold_02"	47299859	47303590	NA	NA	NA	NA	NA
"PGEN_.00g051410"	3.41644729154677e-07	0.0167015096756542	0.0496802460607271	0.0021590845086765	0.343836410900574	"Scaffold_02"	50737403	50741672	NA	NA	NA	NA	NA
"PGEN_.00g051430"	4.57083963530111e-07	0.000230903736940274	0.743340667592993	0.0275330999195033	3.63899800054801e-06	"Scaffold_02"	50797608	50888432	"Q2HJF4"	"PBLD_BOVIN"	"Phenazine biosynthesis-like domain-containing protein (EC 5.1.-.-)"	"GO:0005737; GO:0009058; GO:0010633; GO:0010719; GO:0016853; GO:0030277; GO:0030512; GO:0042802; GO:0050680; GO:0060392; GO:0060394"	"cytoplasm [GO:0005737]; identical protein binding [GO:0042802]; isomerase activity [GO:0016853]; biosynthetic process [GO:0009058]; maintenance of gastrointestinal epithelium [GO:0030277]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of epithelial to mesenchymal transition [GO:0010719]; negative regulation of pathway-restricted SMAD protein phosphorylation [GO:0060394]; negative regulation of SMAD protein signal transduction [GO:0060392]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]"
"PGEN_.00g055620"	3.59141064916459e-08	5.4380359755602e-08	0.000520184480803001	0.619037622669197	0.671779134427608	"Scaffold_02"	62591387	62610230	"Q5R452"	"SAFB1_PONAB"	"Scaffold attachment factor B1 (SAF-B1)"	"GO:0000978; GO:0003682; GO:0003723; GO:0005634; GO:0006355; GO:0050684"	"nucleus [GO:0005634]; chromatin binding [GO:0003682]; RNA binding [GO:0003723]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; regulation of mRNA processing [GO:0050684]; regulation of transcription, DNA-templated [GO:0006355]"
"PGEN_.00g057380"	9.70625896658065e-09	0.0187419299811335	0.310358717401567	7.30328226628941e-12	6.60436949101386e-08	"Scaffold_02"	67898208	67904591	"Q9ESD1"	"PRSS8_MOUSE"	"Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]"	"GO:0004252; GO:0005615; GO:0005886; GO:0010765; GO:0016021; GO:0017080; GO:0019897; GO:0045121; GO:0046658; GO:0070633; GO:1902307"	"anchored component of plasma membrane [GO:0046658]; extracellular space [GO:0005615]; extrinsic component of plasma membrane [GO:0019897]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; serine-type endopeptidase activity [GO:0004252]; sodium channel regulator activity [GO:0017080]; positive regulation of sodium ion transmembrane transport [GO:1902307]; positive regulation of sodium ion transport [GO:0010765]; transepithelial transport [GO:0070633]"
"PGEN_.00g060400"	1.99802808666761e-09	0.0214094479527275	0.825394846416433	0.00332756124164344	0.130512305473397	"Scaffold_03"	7144218	7178145	"Q93099"	"HGD_HUMAN"	"Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)"	"GO:0004411; GO:0005829; GO:0006520; GO:0006559; GO:0006572; GO:0042802; GO:0046872; GO:0070062"	"cytosol [GO:0005829]; extracellular exosome [GO:0070062]; homogentisate 1,2-dioxygenase activity [GO:0004411]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; cellular amino acid metabolic process [GO:0006520]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572]"
"PGEN_.00g060650"	1.53980604300398e-08	1.38178534897576e-05	0.287775721591374	0.079290337699356	0.580190693625506	"Scaffold_03"	7784226	7844346	"Q5THR3"	"EFCB6_HUMAN"	"EF-hand calcium-binding domain-containing protein 6 (CAP-binding protein complex-interacting protein 1) (DJ-1-binding protein) (DJBP)"	"GO:0005509; GO:0005654"	"nucleoplasm [GO:0005654]; calcium ion binding [GO:0005509]"
"PGEN_.00g062630"	2.56875886841803e-07	0.000239588044053736	0.00189961899382509	0.934560852240742	3.69347621092205e-07	"Scaffold_03"	13089701	13121485	"A0JMD4"	"TPC2_DANRE"	"Two pore calcium channel protein 2 (Voltage-dependent calcium channel protein TPC2)"	"GO:0005245; GO:0005623; GO:0005764; GO:0005765; GO:0006939; GO:0014866; GO:0016021; GO:0019722; GO:0034765; GO:0072345; GO:2000290"	"cell [GO:0005623]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; NAADP-sensitive calcium-release channel activity [GO:0072345]; voltage-gated calcium channel activity [GO:0005245]; calcium-mediated signaling [GO:0019722]; regulation of ion transmembrane transport [GO:0034765]; regulation of myotome development [GO:2000290]; skeletal myofibril assembly [GO:0014866]; smooth muscle contraction [GO:0006939]"
"PGEN_.00g062900"	0.0129700641358931	6.84619456718157e-05	0.0312816886945324	0.0481306399389377	0.000554615861507744	"Scaffold_03"	13950277	13996316	NA	NA	NA	NA	NA
