"gene"	"pval.treatment1"	"pval.treatment2"	"position"	"pval.treatment1_x_treatment2"	"pval.treatment1_x_position"	"pval.treatment2_x_position"	"pval.treatment1_x_pval.treatment2_x_position"	"adj.pval.treatment1"	"adj.pval.treatment2"	"adj.pval.treatment1_x_treatment2"	"adj.pval.treatment1_x_position"	"adj.pval.treatment2_x_position"	"adj.pval.treatment1_x_pval.treatment2_x_position"
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-265.2;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-265.2"	0.931808198555306	0.695750382731078	0	0.431416092046582	0	0	0	0.97030691688122	0.912459518335839	0.676731124778951	0	0	0
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-28.0;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-28.0"	0.919148536510789	0.29200346471765	9.33398070332272e-06	0.541175671805422	0.557009905688707	0.872755591202648	0.70186340125668	0.97030691688122	0.648896588261444	0.752940065120588	0.774970303566897	0.922323480229815	0.898385153608551
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-282.27;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-282.27"	0.0576166477481764	0.883231764821949	1.4727039372635e-289	0.390171665234315	0.2441776995473	0.772569878609873	0.612593387238158	0.263390389705949	0.985788415911608	0.624274664374905	0.42101922553865	0.845398098638007	0.830635101339875
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-30.3;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-30.3"	0.498718058885066	0.566878957240987	0	0.191812701386909	0	0	0	0.794624449195047	0.889221893711353	0.432253974956416	0	0	0
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-312.3;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-312.3"	0.128884506428747	0.127948428549147	0	0.720276537267208	0	0	0	0.361781070677184	0.418153900387186	0.83589131142713	0	0	0
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-312.2;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-312.2"	0.128884506428747	0.127948428549147	0	0.720276537267208	0	0	0	0.361781070677184	0.418153900387186	0.83589131142713	0	0	0
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-315.4;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-315.4"	0.802606989343438	0.228782762494393	0	0.303302022093736	0	0	0	0.944243516874633	0.563157569216967	0.574073597073781	0	0	0
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-337.10;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-337.10"	0.0930664032123771	0.183470257368733	0	0.213590352388211	0	0	0	0.307454280484394	0.513400379320665	0.461816978136673	0	0	0
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-347.42;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-347.42"	0.685821135302798	0.0839903928114134	0.00778607020090504	0.314411960336674	0.323581144512793	0.00343110307744794	0.474234663664594	0.857276419128498	0.312522391856422	0.574073597073781	0.517729831220468	0.00899961462937164	0.702569872095695
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-355.3;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-355.3"	0.0075717955961183	0.00130013736871968	3.83060525776903e-44	0.0867353401439385	0.0037409385230669	0.376400067868118	0.164328699799223	0.0603726367206565	0.0138681319330099	0.277553088460603	0.00920846405678007	0.528280797007886	0.324599900837971
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-360.2;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-360.2"	0.46804861905065	0.285247976533149	1.16269888591899e-08	0.259003665602043	0.207311014307447	0.697462405796513	0.956489232422924	0.794624449195047	0.642812341483154	0.524564386029455	0.368552914324349	0.784367959959069	1
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-393.7;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-393.7"	0.634966244509688	0.20102014579681	0	0.938170910997357	0	0	0	0.832742615750411	0.527265956188355	0.978593753009499	0	0	0
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-457.5;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-457.5"	0.222572081731139	0.532501299116857	0	0.514040307487029	0	0	0	0.508736186814031	0.878352658337084	0.729591959084014	0	0	0
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-462.1"	1.23537413794e-09	0.00932303903175335	0.000184369853426308	0.000416665775997995	0.136265856721631	0.0945382908515496	0.000421519628145839	2.82371231529144e-08	0.0648559236991537	0.00444443494397862	0.269167124388408	0.191469956155037	0.00108779258876346
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-465.0;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-465.0"	0.0126553093156594	0.163839430224071	3.34482121427459e-14	0.941896487271643	0.0888653639035381	0.328219061039687	0.748565596687995	0.0809939796202199	0.485450163626877	0.978593753009499	0.184655301617742	0.500143331108095	0.935706995859994
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-50.1;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-50.1"	0.649278757314012	0.866461516816054	0	0.961206374662592	0	0	0	0.8445902534166	0.985788415911608	0.982423507946822	0	0	0
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-63.7;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-63.7"	0.0781133414769303	0.741804617928094	0.911003777180682	0.205427575281416	0.422225800746558	0.718936282777931	0.915356822685723	0.284048514461565	0.926554627816043	0.45650572284759	0.631365683359339	0.798818091975479	1
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-76.4"	0.578703504056277	3.34645606221275e-06	9.14513137397051e-69	0.136654442254741	0.661310299077094	0.493491329050516	0.216457186428102	0.818208402456709	5.3543296995404e-05	0.370588317978959	0.852117021979607	0.652550517752748	0.393558520778367
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-85.0;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_est2genome-gene-85.0"	0.828290275373643	0.635268005630828	0	0.0291466463178817	0	0	0	0.954413182941144	0.904538385643888	0.137160688554737	0	0	0
"ID=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-92.17;Name=maker-PGA_scaffold12__71_contigs__length_50438331-exonerate_protein2genome-gene-92.17"	0.00105691741035059	0.637648999215084	0.11785318538716	0.772266177679628	0.276093006786613	0.014311744494807	0.87108596505646	0.0105691741035059	0.904538385643888	0.861879899831231	0.46499874827219	0.0352289095256789	0.989384558121875
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-114.16;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-114.16"	0.380028635293789	0.205984187976035	0.96774303492234	0.0157307945605022	0.678598791326059	0.637178709169419	0.970631484717529	0.677512644341416	0.530038095727457	0.0838975709893448	0.861712750890233	0.744150317278154	1
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-114.0;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-114.0"	0.606643777517461	0.863657996411613	0.0137908489281614	0.0987208749907189	0.0676013779429367	0.223325171364596	0.812245053019611	0.827525619943571	0.985788415911608	0.301836640962782	0.150225284317637	0.39265964195973	0.963642071851273
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-118.0;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-118.0"	0.297401843221294	0.945152364047702	0	0.619650716418437	0	0	0	0.591156998209384	0.99318523744609	0.797753506610349	0	0	0
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-118.21;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-118.21"	0.610300144708383	0.0247705833261135	0.555221700715072	0.0547020901737296	0.823619459980921	0.652062718643276	0.999999997775046	0.827525619943571	0.127848172005747	0.192170364112178	0.902596668472242	0.753898967719159	1
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-119.0;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-119.0"	0.017475775696291	0.662340255665742	0.56000893869283	0.629097798605899	0.781130340713492	0.928564578504168	0.916972899479723	0.103560152274317	0.912459518335839	0.797753506610349	0.902181410331969	0.964290128852423	1
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-121.8;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-121.8"	0.560404855931384	3.84107810952577e-07	0.56146776919623	3.24404777492731e-07	0.759804462705789	0.513402715578592	0.221283149417144	0.818208402456709	7.68215621905154e-06	5.1904764398837e-06	0.895545920293673	0.662455116875602	0.39781240344655
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-130.2;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-130.2"	0.629831193873647	0.0813022771156975	0.986383851082148	0.0391486145645083	0.621215768851341	0.564409147041112	0.655330442877082	0.832742615750411	0.309722960440752	0.16060970077747	0.818663720384586	0.70551143380139	0.859449761150271
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-136.6;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-136.6"	0.59170310400395	0.00911611952811457	0.160573967659889	0.468414211839687	0.392664489562907	0.984338963421535	0.086121096185569	0.818208402456709	0.0648559236991537	0.701813857795807	0.592701116321369	0.992559576831799	0.186207775536365
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-170.3;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-170.3"	1.32750041200746e-19	1.97500910373503e-20	0.0629210545201524	0.0047004852328761	0.00289624063420007	0.0691674188350081	0.758513963800893	1.06200032960597e-17	7.9000364149401e-19	0.0326990277069642	0.00724060158550019	0.149551175859477	0.938639824053101
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-18.1;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-18.1"	0.0701452237833637	0.429160666214485	0.305133561888406	0.157913618201421	0.563521702672755	0.372578638551804	0.443325344161953	0.283349237732158	0.837386665784361	0.413204813794534	0.777271314031387	0.527544974940607	0.67554338158012
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-184.0;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-184.0"	0.900366478480807	0.272569671044136	0	0.000735476526174047	0	0	0	0.967262126044642	0.632045614015388	0.00653756912154708	0	0	0
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-186.40;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-186.40"	2.20368702962155e-07	2.83975866161924e-56	0.404742124722158	3.50790307222171e-81	0.0960769322070436	0.555438373603289	0.762644857043145	3.91766583043831e-06	2.27180692929539e-54	1.87088163851824e-79	0.197080886578551	0.699764880130127	0.938639824053101
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-203.0;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-203.0"	0.583102545020676	0.512600388513403	0.000956829918547747	0.0312438568254369	0.583395031915904	0.0508150146944214	1	0.818208402456709	0.863953288087171	0.142829059773426	0.791044111072413	0.114512709170527	1
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-226.1;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-226.1"	0.422963910565023	0.941339717244687	2.24374323769126e-05	0.222568864234123	0.377126728409298	0.366065854342442	0.03524005889006	0.7355894096783	0.99318523744609	0.472392171147989	0.574669300433216	0.526291647917487	0.0829177856236705
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-252.6;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-252.6"	0.00950050545689546	0.74843381924937	0.0990920098203307	0.188283914943495	0.332789058461966	0.317447756842553	0.647500118728497	0.0660904727436206	0.926554627816043	0.43036323415656	0.527190587662521	0.497957265635377	0.856198504103797
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-254.0;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-254.0"	0.00885259950141253	2.63499631796323e-06	0.00407722887049931	9.26613895311894e-25	0.956751580357423	0.654949728206019	0.454340982882974	0.0643825418284548	4.68443789860131e-05	3.70645558124758e-23	0.987614534562501	0.753898967719159	0.685797710012037
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-257.21;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-257.21"	0.489740905160906	0.258644261102846	0	0.252272465044499	0	0	0	0.794624449195047	0.608574732006697	0.517481979578459	0	0	0
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-257.27;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-257.27"	0.0732963661106277	0.0367148431039948	0.00144250589020867	0.340393443194003	0.574287634977412	0.301849445413476	0.0189626090109382	0.284048514461565	0.172775732254093	0.584005655861874	0.785350611934922	0.487891231710681	0.0459699612386379
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-260.0;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-260.0"	0.382822823059266	0.133242378097902	0.766763032128399	0.00104498086664803	0.757723847717681	0.446177325944031	0.994031217831957	0.677512644341416	0.426216329130549	0.00835984693318422	0.895545920293673	0.599902286983571	1
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-36.0;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_est2genome-gene-36.0"	0.100590400966051	0.518795817797478	0.649011273529652	0.51983427084736	0.597763985768601	0.505072827210483	0.543183754577179	0.321889283091363	0.86465969632913	0.729591959084014	0.797018647691469	0.657005303688433	0.769109740994236
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-78.10;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-78.10"	0.823262969189299	0.900595383441511	0.766369032581665	0.121532587085067	0.812542601906514	0.398783297489691	0.57672926018911	0.954413182941144	0.985788415911608	0.347235963100193	0.902596668472242	0.550045927571988	0.788689586583399
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-83.40;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-83.40"	0.862141777849685	0.907173919556419	0	0.801153596795849	0	0	0	0.957935308721872	0.985788415911608	0.879469894500257	0	0	0
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-90.23;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-90.23"	1.57250930973765e-13	0.104617561203576	5.70083052944532e-18	1.93939383313744e-15	0.808240302802905	0.701028864213417	0.230714318279521	5.03202979116049e-12	0.371973550946047	6.20606026603981e-14	0.902596668472242	0.784367959959069	0.410158788052482
"ID=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-99.47;Name=maker-PGA_scaffold18__69_contigs__length_27737463-exonerate_protein2genome-gene-99.47"	0.0352138458147333	0.186107637503741	0	0.22733873236497	0	0	0	0.18174888162443	0.513400379320665	0.472392171147989	0	0	0
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-131.2;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-131.2"	0.0452537906869918	0.000212828960320622	0.00238585624795752	4.76155110474585e-07	0.727876786779427	0.0202631164924496	0.194706101590646	0.226268953434959	0.00285485934510217	6.92589251599397e-06	0.889009815913804	0.0491227066483627	0.362850312957339
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-137.0;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-137.0"	0.847789212022865	0.886664976052358	1.30599330009611e-20	0.182665669978481	0.665716423421568	0.0230066620030778	0.554854653838324	0.954413182941144	0.985788415911608	0.428332450861284	0.852117021979607	0.0549412823954095	0.778743373808174
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-14.21;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-14.21"	2.22753372489437e-13	0.000214114450882663	1.40090875367596e-44	0.0100102050434653	0.71998792162014	0.462361981774159	0.562920422533532	5.94008993305165e-12	0.00285485934510217	0.0552287174811879	0.889009815913804	0.616482642365545	0.783193631351001
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-151.13;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-151.13"	0.579970901682572	0.176729715712689	3.81710634569784e-05	0.735814679183423	0.176663185328651	0.0751605901138045	0.443207788715065	0.818208402456709	0.510624484343275	0.83589131142713	0.321266322738941	0.154175569464214	0.67554338158012
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-159.1;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-159.1"	0.546184106509485	0.255100775102619	0.147944231063121	0.482913608748304	0.986416128773104	0.0492560947911098	0.916290114267957	0.818208402456709	0.608574732006697	0.715427568516007	0.997032607466221	0.112585359522537	1
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-193.10;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-193.10"	2.78434677248359e-15	1.71208829863007e-13	1.27821704085792e-05	5.53746480005663e-07	0.165777811264529	0.534766754993482	0.801380664324259	1.11373870899344e-13	4.56556879634686e-12	7.38328640007551e-06	0.315767259551484	0.683515812343687	0.963642071851273
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-218.1;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-218.1"	0.88032422791064	0.598657660370657	0	0.20952810712098	0	0	0	0.958176030378928	0.904538385643888	0.459239686840503	0	0	0
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-243.0;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-243.0"	0.524102916557203	0.551250998250504	0	0.492056377438854	0	0	0	0.814140452904393	0.889221893711353	0.722284590735932	0	0	0
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-244.25;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-244.25"	0.850280849863992	0.546427021485566	0	0.93766639827503	0	0	0	0.954413182941144	0.889221893711353	0.978593753009499	0	0	0
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-25.0;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-25.0"	0.284482334658196	0.0684859064026363	0.00536289543611054	0.00151760926745565	0.249512646615082	0.294206217694752	0.846487206599612	0.583553506991172	0.267262073766385	0.0115627372758526	0.424702377217161	0.487891231710681	0.988598197488598
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-255.11;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-255.11"	6.83566762413278e-05	0.200311241924154	0.270048782235602	0.0100029557970365	0.850929360171498	0.776709503123668	0.841701360988375	0.00091142234988437	0.527265956188355	0.0552287174811879	0.919923632617836	0.845398098638007	0.988598197488598
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-255.7;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-255.7"	8.45001739196708e-05	4.09408374709291e-15	0.00768034761978237	2.52773396113794e-11	0.766811194251458	0.286773327923548	0.0159321214082799	0.00104000214054979	1.31010679906973e-13	6.74062389636783e-10	0.895545920293673	0.482986657555449	0.0392175296203812
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-259.0;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-259.0"	0.908253913854142	0.00531448385688338	0.763244987306515	0.0372884654766876	0.81700225188374	0.989261888452307	0.944664353613321	0.968804174777752	0.0447535482684916	0.159973347531385	0.902596668472242	0.992559576831799	1
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-260.4;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-260.4"	0.0263792537626255	0.00476694487102949	3.12775022683153e-56	0.850416660608537	0.789408734040473	0.313179309603177	0.698250192312616	0.145540710414485	0.0423728432980399	0.91936936282004	0.902181410331969	0.49612563897533	0.898385153608551
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-260.3;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-260.3"	0.332572904851808	0.137086741029361	0	0.802516278731484	0	0	0	0.618740288096387	0.426216329130549	0.879469894500257	0	0	0
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-269.11;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_protein2genome-gene-269.11"	0.00781998244237797	0.986788772426626	0.447169181833555	0.578963217795914	0.16194537733506	0.856510673467098	0.17565854132141	0.0603726367206565	0.994102191014257	0.765571197085506	0.312183859923008	0.913611385031571	0.338618874836452
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-270.1;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-270.1"	0.00781998244237797	0.986788772426626	0.447169181833555	0.578963217795914	0.16194537733506	0.856510673467098	0.17565854132141	0.0603726367206565	0.994102191014257	0.765571197085506	0.312183859923008	0.913611385031571	0.338618874836452
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-281.0;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-281.0"	0.0203285967940017	0.00149365096771095	0	0.037993670038704	0	0	0	0.116163410251438	0.0149365096771095	0.159973347531385	0	0	0
"ID=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-309.4;Name=maker-PGA_scaffold3__111_contigs__length_57743597-exonerate_est2genome-gene-309.4"	0.753463515696247	0.450117261264994	0	0.634202770832374	0	0	0	0.906422274521801	0.853953859877411	0.797753506610349	0	0	0
